date,home_team,away_team,home_score,away_score,competition,city,country,neutral,world_cup,winner
2013,England,New Zealand,22,30,2013 Autumn International,London,England,FALSE,FALSE,New Zealand
2013,Scotland,South Africa,0,28,2013 Autumn International,Edinburgh,Scotland,FALSE,FALSE,South Africa
2013,France,South Africa,10,19,2013 end-of-year test,Saint-Denis,France,FALSE,FALSE,South Africa
2013,Italy,Argentina,14,19,2013 end of year test,Rome,Italy,FALSE,FALSE,Argentina
2013,Scotland,Australia,15,21,2013 Autumn International,Edinburgh,Scotland,FALSE,FALSE,Australia
2013,Ireland,New Zealand,22,24,2013 Autumn International,Dublin,Ireland,FALSE,FALSE,New Zealand
2013,Wales,Australia,26,30,2013 Autumn International,Cardiff,Wales,FALSE,FALSE,Australia
2014,Wales,Italy,23,15,2014 Six Nations,Cardiff,Wales,FALSE,FALSE,Wales
2014,France,England,26,24,2014 Six Nations Championship,Saint-Denis,France,FALSE,FALSE,France
2014,Ireland,Scotland,28,6,2014 Six Nations Championship,Dublin,Ireland,FALSE,FALSE,Ireland
2014,Ireland,Wales,26,3,2014 Six Nations Championship,Dublin,Ireland,FALSE,FALSE,Ireland
2014,Scotland,England,0,20,2014 Six Nations Championship,Edinburgh,Scotland,FALSE,FALSE,England
2014,France,Italy,30,10,2014 Six Nations Championship,Saint-Denis,France,FALSE,FALSE,France
2014,Wales,France,27,6,2014 Six Nations Championship,Cardiff,Wales,FALSE,FALSE,Wales
2014,Italy,Scotland,20,21,2014 Six Nations Championship,Rome,Italy,FALSE,FALSE,Scotland
2014,England,Ireland,13,10,2014 Six Nations Championship,London,England,FALSE,FALSE,England
2014,Scotland,France,17,19,2014 Six Nations Championship,Edinburgh,Scotland,FALSE,FALSE,France
2014,Ireland,Italy,46,7,2014 Six Nations Championship,Dublin,Ireland,FALSE,FALSE,Ireland
2014,England,Wales,29,18,2014 Six Nations Championship,London,England,FALSE,FALSE,England
2014,Italy,England,11,52,2014 Six Nations Championship,Rome,Italy,FALSE,FALSE,England
2014,Wales,Scotland,51,3,2014 Six Nations Championship,Cardiff,Wales,FALSE,FALSE,Wales
2014,France,Ireland,20,22,2014 Six Nations Championship,Saint-Denis,France,FALSE,FALSE,Ireland
2014,Argentina,Ireland,17,29,2014 Ireland rugby union tour of Argentina,Resistencia,Argentina,FALSE,FALSE,Ireland
2014,New Zealand,England,20,15,2014 England rugby union tour of New Zealand,Auckland,New Zealand,FALSE,FALSE,New Zealand
2014,Australia,France,50,23,2014 France tour of Australia,Brisbane,Australia,FALSE,FALSE,Australia
2014,Australia,France,6,0,2014 France tour of Australia,Melbourne,Australia,FALSE,FALSE,Australia
2014,New Zealand,England,28,27,2014 England rugby union tour of New Zealand,Dunedin,New Zealand,FALSE,FALSE,New Zealand
2014,Argentina,Ireland,17,23,2014 Ireland rugby union tour of Argentina,Tucumán,Argentina,FALSE,FALSE,Ireland
2014,South Africa,Wales,38,16,2014 Wales tour of South Africa,Durban,South Africa,FALSE,FALSE,South Africa
2014,Australia,France,39,13,2014 France tour of Australia,Sydney,Australia,FALSE,FALSE,Australia
2014,South Africa,Wales,31,30,2014 Wales tour of South Africa,Nelspruit,South Africa,FALSE,FALSE,South Africa
2014,New Zealand,England,36,13,2014 England rugby union tour of New Zealand,Hamilton,New Zealand,FALSE,FALSE,New Zealand
2014,Argentina,Scotland,19,21,2014 Summer International,Córdoba,Argentina,FALSE,FALSE,Scotland
2014,South Africa,Scotland,55,6,2014 Mid-year Test,Port Elizabeth,South Africa,FALSE,FALSE,South Africa
2014,Australia,New Zealand,12,12,2014 Rugby Championship,Sydney,Australia,FALSE,FALSE,Draw
2014,South Africa,Argentina,13,6,2014 Rugby Championship,Pretoria,South Africa,FALSE,FALSE,South Africa
2014,Argentina,South Africa,31,33,2014 Rugby Championship,Salta,Argentina,FALSE,FALSE,South Africa
2014,New Zealand,Australia,51,20,2014 Rugby Championship,Auckland,New Zealand,FALSE,FALSE,New Zealand
2014,Australia,South Africa,24,23,2014 Rugby Championship,Perth,Australia,FALSE,FALSE,Australia
2014,New Zealand,Argentina,28,9,2014 Rugby Championship,Napier,New Zealand,FALSE,FALSE,New Zealand
2014,New Zealand,South Africa,14,10,2014 Rugby Championship,Wellington,New Zealand,FALSE,FALSE,New Zealand
2014,Australia,Argentina,32,25,2014 Rugby Championship,Gold Coast,Australia,FALSE,FALSE,Australia
2014,Argentina,New Zealand,13,34,2014 Rugby Championship,La Plata,Argentina,FALSE,FALSE,New Zealand
2014,South Africa,Australia,28,10,2014 Rugby Championship,Cape Town,South Africa,FALSE,FALSE,South Africa
2014,Argentina,Australia,21,17,2014 Rugby Championship,Mendoza,Argentina,FALSE,FALSE,Argentina
2014,South Africa,New Zealand,27,25,2014 Rugby Championship,Johannesburg,South Africa,FALSE,FALSE,South Africa
2014,Australia,New Zealand,28,29,2014 Autumn International,Brisbane,Australia,FALSE,FALSE,New Zealand
2014,Scotland,Argentina,41,31,2014 Autumn International,Edinburgh,Scotland,FALSE,FALSE,Scotland
2014,England,New Zealand,21,24,2014 Autumn International,London,England,FALSE,FALSE,New Zealand
2014,Wales,Australia,28,33,2014 Autumn International,Cardiff,Wales,FALSE,FALSE,Australia
2014,Ireland,South Africa,29,15,2014 end-of-year test,Dublin,Ireland,FALSE,FALSE,Ireland
2014,Italy,Argentina,18,20,2014 end of year test,Genoa,Italy,FALSE,FALSE,Argentina
2014,France,Australia,29,26,2014 Autumn International,Saint-Denis,France,FALSE,FALSE,France
2014,England,South Africa,28,31,2014 Autumn International,London,England,FALSE,FALSE,South Africa
2014,Scotland,New Zealand,16,24,2014 Autumn International,Edinburgh,Scotland,FALSE,FALSE,New Zealand
2014,Wales,New Zealand,16,34,2014 Autumn International,Cardiff,Wales,FALSE,FALSE,New Zealand
2014,France,Argentina,13,18,2014 Autumn International,Saint-Denis,France,FALSE,FALSE,Argentina
2014,Italy,South Africa,6,22,2014 end-of-year test,Padua,Italy,FALSE,FALSE,South Africa
2014,Ireland,Australia,26,23,2014 Autumn International,Dublin,Ireland,FALSE,FALSE,Ireland
2014,Wales,South Africa,12,6,2014 Autumn International,Cardiff,Wales,FALSE,FALSE,Wales
2014,England,Australia,26,17,2014 Autumn International,London,England,FALSE,FALSE,England
2015,Wales,England,16,21,2015 Six Nations Championship,Cardiff,Wales,FALSE,FALSE,England
2015,Italy,Ireland,3,26,2015 Six Nations Championship,Rome,Italy,FALSE,FALSE,Ireland
2015,France,Scotland,15,8,2015 Six Nations Championship,Saint-Denis,France,FALSE,FALSE,France
2015,Ireland,France,18,11,2015 Six Nations Championship,Dublin,Ireland,FALSE,FALSE,Ireland
2015,England,Italy,47,17,2015 Six Nations Championship,London,England,FALSE,FALSE,England
2015,Scotland,Wales,23,26,2015 Six Nations Championship,Edinburgh,Scotland,FALSE,FALSE,Wales
2015,Scotland,Italy,19,22,2015 Six Nations Championship,Edinburgh,Scotland,FALSE,FALSE,Italy
2015,France,Wales,13,20,2015 Six Nations Championship,Paris,France,FALSE,FALSE,Wales
2015,Ireland,England,19,9,2015 Six Nations Championship,Dublin,Ireland,FALSE,FALSE,Ireland
2015,England,Scotland,25,13,2015 Six Nations Championship,London,England,FALSE,FALSE,England
2015,Wales,Ireland,23,16,2015 Six Nations Championship,Cardiff,Wales,FALSE,FALSE,Wales
2015,Italy,France,0,29,2015 Six Nations Championship,Rome,Italy,FALSE,FALSE,France
2015,Scotland,Ireland,10,40,2015 Six Nations Championship,Edinburgh,Scotland,FALSE,FALSE,Ireland
2015,Italy,Wales,20,61,2015 Six Nations,Rome,Italy,FALSE,FALSE,Wales
2015,England,France,55,35,2015 Six Nations Championship,London,England,FALSE,FALSE,England
2015,New Zealand,Argentina,39,18,2015 Rugby Championship,Christchurch,New Zealand,FALSE,FALSE,New Zealand
2015,Australia,South Africa,24,20,2015 Rugby Championship,Brisbane,Australia,FALSE,FALSE,Australia
2015,South Africa,New Zealand,20,27,2015 Rugby Championship,Johannesburg,South Africa,FALSE,FALSE,New Zealand
2015,Argentina,Australia,9,34,2015 Rugby Championship,Mendoza,Argentina,FALSE,FALSE,Australia
2015,Australia,New Zealand,27,19,2015 Rugby Championship,Sydney,Australia,FALSE,FALSE,Australia
2015,Wales,Ireland,21,35,2015 Rugby World Cup warm-up tests,Cardiff,Wales,FALSE,FALSE,Ireland
2015,South Africa,Argentina,25,37,2015 Rugby Championship,Durban,South Africa,FALSE,FALSE,Argentina
2015,England,France,19,14,2015 Rugby World Cup warm-up,London,England,FALSE,FALSE,England
2015,Ireland,Scotland,28,22,2015 Rugby World Cup warm-up tests,Dublin,Ireland,FALSE,FALSE,Ireland
2015,Argentina,South Africa,12,26,2015 Rugby World Cup warm-up match,Buenos Aires,Argentina,FALSE,FALSE,South Africa
2015,New Zealand,Australia,41,13,2015 Rugby World Cup warm-up match,Auckland,New Zealand,FALSE,FALSE,New Zealand
2015,Italy,Scotland,12,16,2015 Rugby World Cup warm-ups,Turin,Italy,FALSE,FALSE,Scotland
2015,France,England,25,20,2015 Rugby World Cup warm-up,Saint-Denis,France,FALSE,FALSE,France
2015,Ireland,Wales,10,16,2015 Rugby World Cup warm-up tests,Dublin,Ireland,FALSE,FALSE,Wales
2015,Scotland,Italy,48,7,2015 Rugby World Cup warm-ups,Edinburgh,Scotland,FALSE,FALSE,Scotland
2015,Wales,Italy,23,19,2015 Rugby World Cup warm-up,Cardiff,Wales,FALSE,FALSE,Wales
2015,England,Ireland,21,13,2015 Rugby World Cup Warm-up,London,England,FALSE,FALSE,England
2015,France,Scotland,19,16,2015 Rugby World Cup warm-up,Saint-Denis,France,FALSE,FALSE,France
2015,France,Italy,32,10,2015 Rugby World Cup Pool D,London,England,TRUE,TRUE,France
2015,New Zealand,Argentina,26,16,2015 Rugby World Cup Pool match,London,England,TRUE,TRUE,New Zealand
2015,England,Wales,25,28,2015 Rugby World Cup Pool A,London,England,FALSE,TRUE,Wales
2015,South Africa,Scotland,34,16,2015 Rugby World Cup,Newcastle,England,TRUE,TRUE,South Africa
2015,England,Australia,13,33,2015 Rugby World Cup Pool match,London,England,FALSE,TRUE,Australia
2015,Ireland,Italy,16,9,2015 Rugby World Cup Pool D,London,England,TRUE,TRUE,Ireland
2015,Australia,Wales,15,6,2015 Rugby World Cup Pool match,London,England,TRUE,TRUE,Australia
2015,France,Ireland,9,24,2015 Rugby World Cup Pool D,Cardiff,Wales,TRUE,TRUE,Ireland
2015,South Africa,Wales,23,19,2015 Rugby World Cup Quarter-final,London,England,TRUE,TRUE,South Africa
2015,New Zealand,France,62,13,2015 Rugby World Cup Quarter-final,Cardiff,Wales,TRUE,TRUE,New Zealand
2015,Ireland,Argentina,20,43,2015 Rugby World Cup quarter-final,Cardiff,Wales,TRUE,TRUE,Argentina
2015,Australia,Scotland,35,34,2015 Rugby World Cup Quarter-final,London,England,TRUE,TRUE,Australia
2015,South Africa,New Zealand,18,20,2015 Rugby World Cup Semi-final,London,England,TRUE,TRUE,New Zealand
2015,Argentina,Australia,15,29,2015 Rugby World Cup Semi-finals,London,England,TRUE,TRUE,Australia
2015,South Africa,Argentina,24,13,2015 Rugby World Cup Bronze final,London,England,TRUE,TRUE,South Africa
2015,New Zealand,Australia,34,17,2015 Rugby World Cup Final,London,England,TRUE,TRUE,New Zealand
2016,France,Italy,23,21,2016 Six Nations Championship,Saint-Denis,France,FALSE,FALSE,France
2016,Scotland,England,9,15,2016 Six Nations Championship,Edinburgh,Scotland,FALSE,FALSE,England
2016,Ireland,Wales,16,16,2016 Six Nations Championship,Dublin,Ireland,FALSE,FALSE,Draw
2016,Wales,Scotland,27,23,2016 Six Nations Championship,Cardiff,Wales,FALSE,FALSE,Wales
2016,France,Ireland,10,9,2016 Six Nations Championship,Saint-Denis,France,FALSE,FALSE,France
2016,Italy,England,9,40,2016 Six Nations Championship,Rome,Italy,FALSE,FALSE,England
2016,Wales,France,19,10,2016 Six Nations Championship,Cardiff,Wales,FALSE,FALSE,Wales
2016,Italy,Scotland,20,36,2016 Six Nations Championship,Rome,Italy,FALSE,FALSE,Scotland
2016,England,Ireland,21,10,2016 Six Nations Championship,London,England,FALSE,FALSE,England
2016,Ireland,Italy,58,15,2016 Six Nations Championship,Dublin,Ireland,FALSE,FALSE,Ireland
2016,England,Wales,25,21,2016 Six Nations Championship,London,England,FALSE,FALSE,England
2016,Scotland,France,29,18,2016 Six Nations Championship,Edinburgh,Scotland,FALSE,FALSE,Scotland
2016,Wales,Italy,67,14,2016 Six Nations,Cardiff,Wales,FALSE,FALSE,Wales
2016,France,England,21,31,2016 Six Nations Championship,Saint-Denis,France,FALSE,FALSE,England
2016,Ireland,Scotland,35,25,2016 Six Nations Championship,Dublin,Ireland,FALSE,FALSE,Ireland
2016,England,Wales,27,13,2016 Summer International,London,England,FALSE,FALSE,England
2016,Australia,England,28,39,2016 England tour of Australia,Brisbane,Australia,FALSE,FALSE,England
2016,New Zealand,Wales,39,21,2016 Wales tour of New Zealand,Auckland,New Zealand,FALSE,FALSE,New Zealand
2016,South Africa,Ireland,20,26,2016 Ireland rugby union tour of South Africa,Cape Town,South Africa,FALSE,FALSE,Ireland
2016,Argentina,Italy,30,24,2016 mid year test,Santa Fe,Argentina,FALSE,FALSE,Argentina
2016,South Africa,Ireland,32,26,2016 Ireland rugby union tour of South Africa,Johannesburg,South Africa,FALSE,FALSE,South Africa
2016,Australia,England,7,23,2016 England tour of Australia,Melbourne,Australia,FALSE,FALSE,England
2016,New Zealand,Wales,36,22,2016 Wales tour of New Zealand,Wellington,New Zealand,FALSE,FALSE,New Zealand
2016,Argentina,France,30,19,2016 France tour of Argentina,Tucumán,Argentina,FALSE,FALSE,Argentina
2016,New Zealand,Wales,46,6,2016 Wales tour of New Zealand,Dunedin,New Zealand,FALSE,FALSE,New Zealand
2016,South Africa,Ireland,19,13,2016 Ireland rugby union tour of South Africa,Port Elizabeth,South Africa,FALSE,FALSE,South Africa
2016,Argentina,France,0,27,2016 France tour of Argentina,Tucumán,Argentina,FALSE,FALSE,France
2016,Australia,England,40,44,2016 England tour of Australia,Sydney,Australia,FALSE,FALSE,England
2016,Australia,New Zealand,8,42,2016 Rugby Championship,Sydney,Australia,FALSE,FALSE,New Zealand
2016,South Africa,Argentina,30,23,2016 Rugby Championship,Mbombela,South Africa,FALSE,FALSE,South Africa
2016,Argentina,South Africa,26,24,2016 Rugby Championship,Salta,Argentina,FALSE,FALSE,Argentina
2016,New Zealand,Australia,29,9,2016 Rugby Championship,Wellington,New Zealand,FALSE,FALSE,New Zealand
2016,New Zealand,Argentina,57,22,2016 Rugby Championship,Hamilton,New Zealand,FALSE,FALSE,New Zealand
2016,Australia,South Africa,23,17,2016 Rugby Championship,Brisbane,Australia,FALSE,FALSE,Australia
2016,New Zealand,South Africa,41,13,2016 Rugby Championship,Christchurch,New Zealand,FALSE,FALSE,New Zealand
2016,Australia,Argentina,36,20,2016 Rugby Championship,Perth,Australia,FALSE,FALSE,Australia
2016,Argentina,New Zealand,17,36,2016 Rugby Championship,Buenos Aires,Argentina,FALSE,FALSE,New Zealand
2016,South Africa,Australia,18,10,2016 Rugby Championship,Pretoria,South Africa,FALSE,FALSE,South Africa
2016,Argentina,Australia,21,33,2016 Rugby Championship,London,England,TRUE,FALSE,Australia
2016,South Africa,New Zealand,15,57,2016 Rugby Championship,Durban,South Africa,FALSE,FALSE,New Zealand
2016,New Zealand,Australia,37,10,2016 Autumn International,Auckland,New Zealand,FALSE,FALSE,New Zealand
2016,Wales,Australia,8,32,2016 Autumn International,Cardiff,Wales,FALSE,FALSE,Australia
2016,Ireland,New Zealand,40,29,2016 Autumn International,Chicago,United States,TRUE,FALSE,Ireland
2016,Italy,New Zealand,10,68,2016 end-of-year internationals,Rome,Italy,FALSE,FALSE,New Zealand
2016,Wales,Argentina,24,20,2016 Autumn International,Cardiff,Wales,FALSE,FALSE,Wales
2016,Scotland,Australia,22,23,2016 Autumn International,Edinburgh,Scotland,FALSE,FALSE,Australia
2016,England,South Africa,37,21,2016 Autumn International,London,England,FALSE,FALSE,England
2016,Scotland,Argentina,19,16,2016 Autumn International,Edinburgh,Scotland,FALSE,FALSE,Scotland
2016,Italy,South Africa,20,18,2016 end-of-year test,Florence,Italy,FALSE,FALSE,Italy
2016,France,Australia,23,25,2016 Autumn International,Saint-Denis,France,FALSE,FALSE,Australia
2016,Ireland,New Zealand,9,21,2016 Autumn International,Dublin,Ireland,FALSE,FALSE,New Zealand
2016,Wales,South Africa,27,13,2016 end-of-year test,Cardiff,Wales,FALSE,FALSE,Wales
2016,Ireland,Australia,27,24,2016 Autumn International,Dublin,Ireland,FALSE,FALSE,Ireland
2016,France,New Zealand,19,24,2016 end-of year test,Saint-Denis,France,FALSE,FALSE,New Zealand
2016,England,Argentina,27,14,2016 Autumn International,London,England,FALSE,FALSE,England
2016,England,Australia,37,21,2016 Autumn International,London,England,FALSE,FALSE,England
2017,Scotland,Ireland,27,22,2017 Six Nations Championship,Edinburgh,Scotland,FALSE,FALSE,Scotland
2017,England,France,19,16,2017 Six Nations Championship,London,England,FALSE,FALSE,England
2017,Italy,Wales,7,33,2017 Six Nations,Rome,Italy,FALSE,FALSE,Wales
2017,Italy,Ireland,10,63,2017 Six Nations Championship,Rome,Italy,FALSE,FALSE,Ireland
2017,Wales,England,16,21,2017 Six Nations Championship,Cardiff,Wales,FALSE,FALSE,England
2017,France,Scotland,22,16,2017 Six Nations Championship,Saint-Denis,France,FALSE,FALSE,France
2017,Ireland,France,19,9,2017 Six Nations Championship,Dublin,Ireland,FALSE,FALSE,Ireland
2017,Scotland,Wales,29,13,2017 Six Nations Championship,Edinburgh,Scotland,FALSE,FALSE,Scotland
2017,England,Italy,36,15,2017 Six Nations Championship,London,England,FALSE,FALSE,England
2017,Wales,Ireland,22,9,2017 Six Nations Championship,Cardiff,Wales,FALSE,FALSE,Wales
2017,England,Scotland,61,21,2017 Six Nations Championship,London,England,FALSE,FALSE,England
2017,Italy,France,18,40,2017 Six Nations Championship,Rome,Italy,FALSE,FALSE,France
2017,Scotland,Italy,29,0,2017 Six Nations Championship,Edinburgh,Scotland,FALSE,FALSE,Scotland
2017,France,Wales,20,18,2017 Six Nations Championship,Paris,France,FALSE,FALSE,France
2017,Ireland,England,13,9,2017 Six Nations Championship,Dublin,Ireland,FALSE,FALSE,Ireland
2017,Argentina,England,34,38,2017 England tour of Argentina,San Juan,Argentina,FALSE,FALSE,England
2017,Italy,Scotland,13,34,2017 mid-year test,Singapore,Singapore,TRUE,FALSE,Scotland
2017,South Africa,France,37,14,2017 France rugby union tour of South Africa,Pretoria,South Africa,FALSE,FALSE,South Africa
2017,Argentina,England,25,35,2017 England tour of Argentina,Santa Fe,Argentina,FALSE,FALSE,England
2017,Australia,Scotland,19,24,2017 Summer International,Sydney,Australia,FALSE,FALSE,Scotland
2017,South Africa,France,37,15,2017 France rugby union tour of South Africa,Durban,South Africa,FALSE,FALSE,South Africa
2017,South Africa,France,35,12,2017 France rugby union tour of South Africa,Johannesburg,South Africa,FALSE,FALSE,South Africa
2017,Australia,Italy,40,27,2017 Summer International,Brisbane,Australia,FALSE,FALSE,Australia
2017,South Africa,Argentina,37,15,2017 Rugby Championship,Port Elizabeth,South Africa,FALSE,FALSE,South Africa
2017,Australia,New Zealand,34,54,2017 Rugby Championship,Sydney,Australia,FALSE,FALSE,New Zealand
2017,New Zealand,Australia,35,29,2017 Rugby Championship,Dunedin,New Zealand,FALSE,FALSE,New Zealand
2017,Argentina,South Africa,23,41,2017 Rugby Championship,Salta,Argentina,FALSE,FALSE,South Africa
2017,New Zealand,Argentina,39,22,2017 Rugby Championship,New Plymouth,New Zealand,FALSE,FALSE,New Zealand
2017,Australia,South Africa,23,23,2017 Rugby Championship,Perth,Australia,FALSE,FALSE,Draw
2017,Australia,Argentina,45,20,2017 Rugby Championship,Canberra,Australia,FALSE,FALSE,Australia
2017,New Zealand,South Africa,57,0,2017 Rugby Championship,Albany,New Zealand,FALSE,FALSE,New Zealand
2017,South Africa,Australia,27,27,2017 Rugby Championship,Bloemfontein,South Africa,FALSE,FALSE,Draw
2017,Argentina,New Zealand,10,36,2017 Rugby Championship,Buenos Aires,Argentina,FALSE,FALSE,New Zealand
2017,Argentina,Australia,20,37,2017 Rugby Championship,Mendoza,Argentina,FALSE,FALSE,Australia
2017,South Africa,New Zealand,24,25,2017 Rugby Championship,Cape Town,South Africa,FALSE,FALSE,New Zealand
2017,Australia,New Zealand,23,18,2017 Autumn International,Brisbane,Australia,FALSE,FALSE,Australia
2017,Wales,Australia,21,29,2017 Autumn International,Cardiff,Wales,FALSE,FALSE,Australia
2017,Ireland,South Africa,38,3,2017 end-of-year test,Dublin,Ireland,FALSE,FALSE,Ireland
2017,England,Argentina,21,8,2017 Autumn International,London,England,FALSE,FALSE,England
2017,France,New Zealand,18,38,2017 end-of year test,Saint-Denis,France,FALSE,FALSE,New Zealand
2017,Scotland,New Zealand,17,22,2017 Autumn International,Edinburgh,Scotland,FALSE,FALSE,New Zealand
2017,Italy,Argentina,15,31,2017 end of year test,Florence,Italy,FALSE,FALSE,Argentina
2017,France,South Africa,17,18,2017 end-of-year test,Saint-Denis,France,FALSE,FALSE,South Africa
2017,England,Australia,30,6,2017 Autumn International,London,England,FALSE,FALSE,England
2017,Scotland,Australia,53,24,2017 Autumn International,Edinburgh,Scotland,FALSE,FALSE,Scotland
2017,Ireland,Argentina,28,19,2017 Autumn Internationals,Dublin,Ireland,FALSE,FALSE,Ireland
2017,Wales,New Zealand,18,33,2017 Autumn International,Cardiff,Wales,FALSE,FALSE,New Zealand
2017,Italy,South Africa,6,35,2017 end-of-year test,Padua,Italy,FALSE,FALSE,South Africa
2017,Wales,South Africa,24,22,2017 end-of-year test,Cardiff,Wales,FALSE,FALSE,Wales
2018,Wales,Scotland,34,7,2018 Six Nations Championship,Cardiff,Wales,FALSE,FALSE,Wales
2018,France,Ireland,13,15,2018 Six Nations Championship,Saint-Denis,France,FALSE,FALSE,Ireland
2018,Italy,England,15,46,2018 Six Nations Championship,Rome,Italy,FALSE,FALSE,England
2018,England,Wales,12,6,2018 Six Nations Championship,London,England,FALSE,FALSE,England
2018,Ireland,Italy,56,19,2018 Six Nations Championship,Dublin,Ireland,FALSE,FALSE,Ireland
2018,Scotland,France,32,26,2018 Six Nations Championship,Edinburgh,Scotland,FALSE,FALSE,Scotland
2018,France,Italy,34,17,2018 Six Nations Championship,Marseille,France,FALSE,FALSE,France
2018,Ireland,Wales,37,27,2018 Six Nations Championship,Dublin,Ireland,FALSE,FALSE,Ireland
2018,Scotland,England,25,13,2018 Six Nations Championship,Edinburgh,Scotland,FALSE,FALSE,Scotland
2018,Ireland,Scotland,28,8,2018 Six Nations Championship,Dublin,Ireland,FALSE,FALSE,Ireland
2018,France,England,22,16,2018 Six Nations Championship,Saint-Denis,France,FALSE,FALSE,France
2018,Wales,Italy,38,14,2018 Six Nations,Cardiff,Wales,FALSE,FALSE,Wales
2018,Italy,Scotland,27,29,2018 Six Nations Championship,Rome,Italy,FALSE,FALSE,Scotland
2018,Wales,France,14,13,2018 Six Nations Championship,Cardiff,Wales,FALSE,FALSE,Wales
2018,England,Ireland,15,24,2018 Six Nations Championship,London,England,FALSE,FALSE,Ireland
2018,South Africa,Wales,20,22,2018 mid-year test,Washington,United States,TRUE,FALSE,Wales
2018,New Zealand,France,52,11,2018 French tour to New Zealand,Auckland,New Zealand,FALSE,FALSE,New Zealand
2018,Australia,Ireland,18,9,2018 Ireland tour of Australia,Brisbane,Australia,FALSE,FALSE,Australia
2018,Argentina,Wales,10,23,2018 Wales tour of Argentina and North America,San Juan,Argentina,FALSE,FALSE,Wales
2018,South Africa,England,42,39,2018 England rugby union tour of South Africa,Johannesburg,South Africa,FALSE,FALSE,South Africa
2018,Australia,Ireland,21,26,2018 Ireland tour of Australia,Melbourne,Australia,FALSE,FALSE,Ireland
2018,New Zealand,France,26,13,2018 French tour to New Zealand,Wellington,New Zealand,FALSE,FALSE,New Zealand
2018,Argentina,Wales,12,30,2018 Wales tour of Argentina and North America,Resistencia,Argentina,FALSE,FALSE,Wales
2018,South Africa,England,23,12,2018 England rugby union tour of South Africa,Bloemfontein,South Africa,FALSE,FALSE,South Africa
2018,New Zealand,France,49,14,2018 French tour to New Zealand,Dunedin,New Zealand,FALSE,FALSE,New Zealand
2018,South Africa,England,10,25,2018 England rugby union tour of South Africa,Cape Town,South Africa,FALSE,FALSE,England
2018,Argentina,Scotland,15,44,2018 Summer International,Resistencia,Argentina,FALSE,FALSE,Scotland
2018,Australia,Ireland,16,20,2018 Ireland tour of Australia,Sydney,Australia,FALSE,FALSE,Ireland
2018,South Africa,Argentina,34,21,2018 Rugby Championship,Durban,South Africa,FALSE,FALSE,South Africa
2018,Australia,New Zealand,13,38,2018 Rugby Championship,Sydney,Australia,FALSE,FALSE,New Zealand
2018,New Zealand,Australia,40,12,2018 Rugby Championship,Auckland,New Zealand,FALSE,FALSE,New Zealand
2018,Argentina,South Africa,32,19,2018 Rugby Championship,Mendoza,Argentina,FALSE,FALSE,Argentina
2018,Australia,South Africa,23,18,2018 Rugby Championship,Brisbane,Australia,FALSE,FALSE,Australia
2018,New Zealand,Argentina,46,24,2018 Rugby Championship,Nelson,New Zealand,FALSE,FALSE,New Zealand
2018,New Zealand,South Africa,34,36,2018 Rugby Championship,Wellington,New Zealand,FALSE,FALSE,South Africa
2018,Australia,Argentina,19,23,2018 Rugby Championship,Gold Coast,Australia,FALSE,FALSE,Argentina
2018,Argentina,New Zealand,17,35,2018 Rugby Championship,Buenos Aires,Argentina,FALSE,FALSE,New Zealand
2018,South Africa,Australia,23,12,2018 Rugby Championship,Port Elizabeth,South Africa,FALSE,FALSE,South Africa
2018,Argentina,Australia,34,45,2018 Rugby Championship,Salta,Argentina,FALSE,FALSE,Australia
2018,South Africa,New Zealand,30,32,2018 Rugby Championship,Pretoria,South Africa,FALSE,FALSE,New Zealand
2018,New Zealand,Australia,37,20,2018 Autumn International,Yokohama,Japan,TRUE,FALSE,New Zealand
2018,England,South Africa,12,11,2018 Autumn International,London,England,FALSE,FALSE,England
2018,Ireland,Italy,54,7,2018 Autumn Internationals,Chicago,United States,TRUE,FALSE,Ireland
2018,Wales,Scotland,21,10,2018 Autumn international,Cardiff,Wales,FALSE,FALSE,Wales
2018,Ireland,Argentina,28,17,2018 Autumn Internationals,Dublin,Ireland,FALSE,FALSE,Ireland
2018,England,New Zealand,15,16,2018 Autumn International,London,England,FALSE,FALSE,New Zealand
2018,France,South Africa,26,29,2018 end-of-year test,Saint-Denis,France,FALSE,FALSE,South Africa
2018,Wales,Australia,9,6,2018 Autumn International,Cardiff,Wales,FALSE,FALSE,Wales
2018,France,Argentina,28,13,2018 Autumn International,Lille,France,FALSE,FALSE,France
2018,Ireland,New Zealand,16,9,2018 Autumn International,Dublin,Ireland,FALSE,FALSE,Ireland
2018,Scotland,South Africa,20,26,2018 Autumn International,Edinburgh,Scotland,FALSE,FALSE,South Africa
2018,Italy,Australia,7,26,2018 Autumn International,Padova,Italy,FALSE,FALSE,Australia
2018,Wales,South Africa,20,11,2018 end-of-year test,Cardiff,Wales,FALSE,FALSE,Wales
2018,Scotland,Argentina,14,9,2018 Autumn International,Edinburgh,Scotland,FALSE,FALSE,Scotland
2018,Italy,New Zealand,3,66,2018 end-of-year internationals,Rome,Italy,FALSE,FALSE,New Zealand
2018,England,Australia,37,18,2018 Autumn International,London,England,FALSE,FALSE,England
2019,France,Wales,19,24,2019 Six Nations Championship,Paris,France,FALSE,FALSE,Wales
2019,Scotland,Italy,33,20,2019 Six Nations Championship,Edinburgh,Scotland,FALSE,FALSE,Scotland
2019,Ireland,England,20,32,2019 Six Nations Championship,Dublin,Ireland,FALSE,FALSE,England
